"","tool","run","parameter","moment","value"
"6205","nm7",133,"ofv","minimum","3068.09834972364"
"6206","nm7",133,"THETA1","estimate","7.819"
"6207","nm7",133,"THETA1","prse",NA
"6208","nm7",133,"THETA1","se",NA
"6209","nm7",133,"THETA2","estimate","22.9462"
"6210","nm7",133,"THETA2","prse",NA
"6211","nm7",133,"THETA2","se",NA
"6212","nm7",133,"THETA3","estimate","0.0766662"
"6213","nm7",133,"THETA3","prse",NA
"6214","nm7",133,"THETA3","se",NA
"6215","nm7",133,"THETA4","estimate","4.21309"
"6216","nm7",133,"THETA4","prse",NA
"6217","nm7",133,"THETA4","se",NA
"6218","nm7",133,"THETA5","estimate","99.2869"
"6219","nm7",133,"THETA5","prse",NA
"6220","nm7",133,"THETA5","se",NA
"6221","nm7",133,"THETA6","estimate","0.939124"
"6222","nm7",133,"THETA6","prse",NA
"6223","nm7",133,"THETA6","se",NA
"6224","nm7",133,"THETA7","estimate","1.92572"
"6225","nm7",133,"THETA7","prse",NA
"6226","nm7",133,"THETA7","se",NA
"6227","nm7",133,"OMEGA1.1","estimate","0.165303"
"6228","nm7",133,"OMEGA1.1","prse",NA
"6229","nm7",133,"OMEGA1.1","se",NA
"6230","nm7",133,"OMEGA2.1","estimate","0"
"6231","nm7",133,"OMEGA2.1","prse",NA
"6232","nm7",133,"OMEGA2.1","se",NA
"6233","nm7",133,"OMEGA2.2","estimate","0.114758"
"6234","nm7",133,"OMEGA2.2","prse",NA
"6235","nm7",133,"OMEGA2.2","se",NA
"6236","nm7",133,"OMEGA3.1","estimate","0"
"6237","nm7",133,"OMEGA3.1","prse",NA
"6238","nm7",133,"OMEGA3.1","se",NA
"6239","nm7",133,"OMEGA3.2","estimate","0"
"6240","nm7",133,"OMEGA3.2","prse",NA
"6241","nm7",133,"OMEGA3.2","se",NA
"6242","nm7",133,"OMEGA3.3","estimate","0.106775"
"6243","nm7",133,"OMEGA3.3","prse",NA
"6244","nm7",133,"OMEGA3.3","se",NA
"6245","nm7",133,"SIGMA1.1","estimate","0.0572984"
"6246","nm7",133,"SIGMA1.1","prse",NA
"6247","nm7",133,"SIGMA1.1","se",NA
"6248","nm7",133,"cov","status","0"
"6249","nm7",133,"prob","text","133 phase1 2 CMT like 1004 but diff. initial on V3"
"6250","nm7",133,"min","status","0"
"6251","nm7",133,"data","filename","../data/133.csv"
"6252","nm7",134,"ofv","minimum","2946.45172550205"
"6253","nm7",134,"THETA1","estimate","7.16844"
"6254","nm7",134,"THETA1","prse",NA
"6255","nm7",134,"THETA1","se",NA
"6256","nm7",134,"THETA2","estimate","24.3567"
"6257","nm7",134,"THETA2","prse",NA
"6258","nm7",134,"THETA2","se",NA
"6259","nm7",134,"THETA3","estimate","0.0790248"
"6260","nm7",134,"THETA3","prse",NA
"6261","nm7",134,"THETA3","se",NA
"6262","nm7",134,"THETA4","estimate","4.22046"
"6263","nm7",134,"THETA4","prse",NA
"6264","nm7",134,"THETA4","se",NA
"6265","nm7",134,"THETA5","estimate","94.6956"
"6266","nm7",134,"THETA5","prse",NA
"6267","nm7",134,"THETA5","se",NA
"6268","nm7",134,"THETA6","estimate","1.26663"
"6269","nm7",134,"THETA6","prse",NA
"6270","nm7",134,"THETA6","se",NA
"6271","nm7",134,"THETA7","estimate","1.62681"
"6272","nm7",134,"THETA7","prse",NA
"6273","nm7",134,"THETA7","se",NA
"6274","nm7",134,"OMEGA1.1","estimate","0.185455"
"6275","nm7",134,"OMEGA1.1","prse",NA
"6276","nm7",134,"OMEGA1.1","se",NA
"6277","nm7",134,"OMEGA2.1","estimate","0"
"6278","nm7",134,"OMEGA2.1","prse",NA
"6279","nm7",134,"OMEGA2.1","se",NA
"6280","nm7",134,"OMEGA2.2","estimate","0.0878456"
"6281","nm7",134,"OMEGA2.2","prse",NA
"6282","nm7",134,"OMEGA2.2","se",NA
"6283","nm7",134,"OMEGA3.1","estimate","0"
"6284","nm7",134,"OMEGA3.1","prse",NA
"6285","nm7",134,"OMEGA3.1","se",NA
"6286","nm7",134,"OMEGA3.2","estimate","0"
"6287","nm7",134,"OMEGA3.2","prse",NA
"6288","nm7",134,"OMEGA3.2","se",NA
"6289","nm7",134,"OMEGA3.3","estimate","0.0660127"
"6290","nm7",134,"OMEGA3.3","prse",NA
"6291","nm7",134,"OMEGA3.3","se",NA
"6292","nm7",134,"SIGMA1.1","estimate","0.0491174"
"6293","nm7",134,"SIGMA1.1","prse",NA
"6294","nm7",134,"SIGMA1.1","se",NA
"6295","nm7",134,"cov","status","0"
"6296","nm7",134,"prob","text","134 phase1 2 CMT like 1004 but diff. initial on V3"
"6297","nm7",134,"min","status","0"
"6298","nm7",134,"data","filename","../data/134.csv"
"6299","nm7",135,"ofv","minimum","2360.31854417408"
"6300","nm7",135,"THETA1","estimate","6.8301"
"6301","nm7",135,"THETA1","prse",NA
"6302","nm7",135,"THETA1","se",NA
"6303","nm7",135,"THETA2","estimate","19.0985"
"6304","nm7",135,"THETA2","prse",NA
"6305","nm7",135,"THETA2","se",NA
"6306","nm7",135,"THETA3","estimate","0.0672074"
"6307","nm7",135,"THETA3","prse",NA
"6308","nm7",135,"THETA3","se",NA
"6309","nm7",135,"THETA4","estimate","3.56933"
"6310","nm7",135,"THETA4","prse",NA
"6311","nm7",135,"THETA4","se",NA
"6312","nm7",135,"THETA5","estimate","120.463"
"6313","nm7",135,"THETA5","prse",NA
"6314","nm7",135,"THETA5","se",NA
"6315","nm7",135,"THETA6","estimate","1.17524"
"6316","nm7",135,"THETA6","prse",NA
"6317","nm7",135,"THETA6","se",NA
"6318","nm7",135,"THETA7","estimate","1.68889"
"6319","nm7",135,"THETA7","prse",NA
"6320","nm7",135,"THETA7","se",NA
"6321","nm7",135,"OMEGA1.1","estimate","0.112959"
"6322","nm7",135,"OMEGA1.1","prse",NA
"6323","nm7",135,"OMEGA1.1","se",NA
"6324","nm7",135,"OMEGA2.1","estimate","0"
"6325","nm7",135,"OMEGA2.1","prse",NA
"6326","nm7",135,"OMEGA2.1","se",NA
"6327","nm7",135,"OMEGA2.2","estimate","0.0885253"
"6328","nm7",135,"OMEGA2.2","prse",NA
"6329","nm7",135,"OMEGA2.2","se",NA
"6330","nm7",135,"OMEGA3.1","estimate","0"
"6331","nm7",135,"OMEGA3.1","prse",NA
"6332","nm7",135,"OMEGA3.1","se",NA
"6333","nm7",135,"OMEGA3.2","estimate","0"
"6334","nm7",135,"OMEGA3.2","prse",NA
"6335","nm7",135,"OMEGA3.2","se",NA
"6336","nm7",135,"OMEGA3.3","estimate","0.114996"
"6337","nm7",135,"OMEGA3.3","prse",NA
"6338","nm7",135,"OMEGA3.3","se",NA
"6339","nm7",135,"SIGMA1.1","estimate","0.0727612"
"6340","nm7",135,"SIGMA1.1","prse",NA
"6341","nm7",135,"SIGMA1.1","se",NA
"6342","nm7",135,"cov","status","0"
"6343","nm7",135,"prob","text","135 phase1 2 CMT like 1004 but diff. initial on V3"
"6344","nm7",135,"min","status","0"
"6345","nm7",135,"data","filename","../data/135.csv"
"6346","nm7",136,"ofv","minimum","2391.28990603438"
"6347","nm7",136,"THETA1","estimate","10.1112"
"6348","nm7",136,"THETA1","prse",NA
"6349","nm7",136,"THETA1","se",NA
"6350","nm7",136,"THETA2","estimate","21.3439"
"6351","nm7",136,"THETA2","prse",NA
"6352","nm7",136,"THETA2","se",NA
"6353","nm7",136,"THETA3","estimate","0.0691611"
"6354","nm7",136,"THETA3","prse",NA
"6355","nm7",136,"THETA3","se",NA
"6356","nm7",136,"THETA4","estimate","3.40098"
"6357","nm7",136,"THETA4","prse",NA
"6358","nm7",136,"THETA4","se",NA
"6359","nm7",136,"THETA5","estimate","93.8892"
"6360","nm7",136,"THETA5","prse",NA
"6361","nm7",136,"THETA5","se",NA
"6362","nm7",136,"THETA6","estimate","0.972868"
"6363","nm7",136,"THETA6","prse",NA
"6364","nm7",136,"THETA6","se",NA
"6365","nm7",136,"THETA7","estimate","0.977536"
"6366","nm7",136,"THETA7","prse",NA
"6367","nm7",136,"THETA7","se",NA
"6368","nm7",136,"OMEGA1.1","estimate","0.126321"
"6369","nm7",136,"OMEGA1.1","prse",NA
"6370","nm7",136,"OMEGA1.1","se",NA
"6371","nm7",136,"OMEGA2.1","estimate","0"
"6372","nm7",136,"OMEGA2.1","prse",NA
"6373","nm7",136,"OMEGA2.1","se",NA
"6374","nm7",136,"OMEGA2.2","estimate","0.0907984"
"6375","nm7",136,"OMEGA2.2","prse",NA
"6376","nm7",136,"OMEGA2.2","se",NA
"6377","nm7",136,"OMEGA3.1","estimate","0"
"6378","nm7",136,"OMEGA3.1","prse",NA
"6379","nm7",136,"OMEGA3.1","se",NA
"6380","nm7",136,"OMEGA3.2","estimate","0"
"6381","nm7",136,"OMEGA3.2","prse",NA
"6382","nm7",136,"OMEGA3.2","se",NA
"6383","nm7",136,"OMEGA3.3","estimate","0.075831"
"6384","nm7",136,"OMEGA3.3","prse",NA
"6385","nm7",136,"OMEGA3.3","se",NA
"6386","nm7",136,"SIGMA1.1","estimate","0.0641239"
"6387","nm7",136,"SIGMA1.1","prse",NA
"6388","nm7",136,"SIGMA1.1","se",NA
"6389","nm7",136,"cov","status","0"
"6390","nm7",136,"prob","text","136 phase1 2 CMT like 1004 but diff. initial on V3"
"6391","nm7",136,"min","status","0"
"6392","nm7",136,"data","filename","../data/136.csv"
"6393","nm7",137,"ofv","minimum","2365.08244048619"
"6394","nm7",137,"THETA1","estimate","9.01296"
"6395","nm7",137,"THETA1","prse",NA
"6396","nm7",137,"THETA1","se",NA
"6397","nm7",137,"THETA2","estimate","25.1009"
"6398","nm7",137,"THETA2","prse",NA
"6399","nm7",137,"THETA2","se",NA
"6400","nm7",137,"THETA3","estimate","0.0808065"
"6401","nm7",137,"THETA3","prse",NA
"6402","nm7",137,"THETA3","se",NA
"6403","nm7",137,"THETA4","estimate","5.36894"
"6404","nm7",137,"THETA4","prse",NA
"6405","nm7",137,"THETA4","se",NA
"6406","nm7",137,"THETA5","estimate","142.662"
"6407","nm7",137,"THETA5","prse",NA
"6408","nm7",137,"THETA5","se",NA
"6409","nm7",137,"THETA6","estimate","0.837021"
"6410","nm7",137,"THETA6","prse",NA
"6411","nm7",137,"THETA6","se",NA
"6412","nm7",137,"THETA7","estimate","2.0189"
"6413","nm7",137,"THETA7","prse",NA
"6414","nm7",137,"THETA7","se",NA
"6415","nm7",137,"OMEGA1.1","estimate","0.227563"
"6416","nm7",137,"OMEGA1.1","prse",NA
"6417","nm7",137,"OMEGA1.1","se",NA
"6418","nm7",137,"OMEGA2.1","estimate","0"
"6419","nm7",137,"OMEGA2.1","prse",NA
"6420","nm7",137,"OMEGA2.1","se",NA
"6421","nm7",137,"OMEGA2.2","estimate","0.123764"
"6422","nm7",137,"OMEGA2.2","prse",NA
"6423","nm7",137,"OMEGA2.2","se",NA
"6424","nm7",137,"OMEGA3.1","estimate","0"
"6425","nm7",137,"OMEGA3.1","prse",NA
"6426","nm7",137,"OMEGA3.1","se",NA
"6427","nm7",137,"OMEGA3.2","estimate","0"
"6428","nm7",137,"OMEGA3.2","prse",NA
"6429","nm7",137,"OMEGA3.2","se",NA
"6430","nm7",137,"OMEGA3.3","estimate","0.0971107"
"6431","nm7",137,"OMEGA3.3","prse",NA
"6432","nm7",137,"OMEGA3.3","se",NA
"6433","nm7",137,"SIGMA1.1","estimate","0.0687616"
"6434","nm7",137,"SIGMA1.1","prse",NA
"6435","nm7",137,"SIGMA1.1","se",NA
"6436","nm7",137,"cov","status","0"
"6437","nm7",137,"prob","text","137 phase1 2 CMT like 1004 but diff. initial on V3"
"6438","nm7",137,"min","status","0"
"6439","nm7",137,"data","filename","../data/137.csv"
"6440","nm7",138,"ofv","minimum","2673.15136883909"
"6441","nm7",138,"THETA1","estimate","8.51906"
"6442","nm7",138,"THETA1","prse",NA
"6443","nm7",138,"THETA1","se",NA
"6444","nm7",138,"THETA2","estimate","21.8304"
"6445","nm7",138,"THETA2","prse",NA
"6446","nm7",138,"THETA2","se",NA
"6447","nm7",138,"THETA3","estimate","0.0712803"
"6448","nm7",138,"THETA3","prse",NA
"6449","nm7",138,"THETA3","se",NA
"6450","nm7",138,"THETA4","estimate","3.51571"
"6451","nm7",138,"THETA4","prse",NA
"6452","nm7",138,"THETA4","se",NA
"6453","nm7",138,"THETA5","estimate","110.323"
"6454","nm7",138,"THETA5","prse",NA
"6455","nm7",138,"THETA5","se",NA
"6456","nm7",138,"THETA6","estimate","1.24882"
"6457","nm7",138,"THETA6","prse",NA
"6458","nm7",138,"THETA6","se",NA
"6459","nm7",138,"THETA7","estimate","1.60665"
"6460","nm7",138,"THETA7","prse",NA
"6461","nm7",138,"THETA7","se",NA
"6462","nm7",138,"OMEGA1.1","estimate","0.252805"
"6463","nm7",138,"OMEGA1.1","prse",NA
"6464","nm7",138,"OMEGA1.1","se",NA
"6465","nm7",138,"OMEGA2.1","estimate","0"
"6466","nm7",138,"OMEGA2.1","prse",NA
"6467","nm7",138,"OMEGA2.1","se",NA
"6468","nm7",138,"OMEGA2.2","estimate","0.08627"
"6469","nm7",138,"OMEGA2.2","prse",NA
"6470","nm7",138,"OMEGA2.2","se",NA
"6471","nm7",138,"OMEGA3.1","estimate","0"
"6472","nm7",138,"OMEGA3.1","prse",NA
"6473","nm7",138,"OMEGA3.1","se",NA
"6474","nm7",138,"OMEGA3.2","estimate","0"
"6475","nm7",138,"OMEGA3.2","prse",NA
"6476","nm7",138,"OMEGA3.2","se",NA
"6477","nm7",138,"OMEGA3.3","estimate","0.0740767"
"6478","nm7",138,"OMEGA3.3","prse",NA
"6479","nm7",138,"OMEGA3.3","se",NA
"6480","nm7",138,"SIGMA1.1","estimate","0.062526"
"6481","nm7",138,"SIGMA1.1","prse",NA
"6482","nm7",138,"SIGMA1.1","se",NA
"6483","nm7",138,"cov","status","0"
"6484","nm7",138,"prob","text","138 phase1 2 CMT like 1004 but diff. initial on V3"
"6485","nm7",138,"min","status","0"
"6486","nm7",138,"data","filename","../data/138.csv"
"6487","nm7",139,"ofv","minimum","2569.00078260264"
"6488","nm7",139,"THETA1","estimate","8.61579"
"6489","nm7",139,"THETA1","prse",NA
"6490","nm7",139,"THETA1","se",NA
"6491","nm7",139,"THETA2","estimate","21.7157"
"6492","nm7",139,"THETA2","prse",NA
"6493","nm7",139,"THETA2","se",NA
"6494","nm7",139,"THETA3","estimate","0.0682253"
"6495","nm7",139,"THETA3","prse",NA
"6496","nm7",139,"THETA3","se",NA
"6497","nm7",139,"THETA4","estimate","4.0473"
"6498","nm7",139,"THETA4","prse",NA
"6499","nm7",139,"THETA4","se",NA
"6500","nm7",139,"THETA5","estimate","136.03"
"6501","nm7",139,"THETA5","prse",NA
"6502","nm7",139,"THETA5","se",NA
"6503","nm7",139,"THETA6","estimate","1.05672"
"6504","nm7",139,"THETA6","prse",NA
"6505","nm7",139,"THETA6","se",NA
"6506","nm7",139,"THETA7","estimate","1.42352"
"6507","nm7",139,"THETA7","prse",NA
"6508","nm7",139,"THETA7","se",NA
"6509","nm7",139,"OMEGA1.1","estimate","0.152266"
"6510","nm7",139,"OMEGA1.1","prse",NA
"6511","nm7",139,"OMEGA1.1","se",NA
"6512","nm7",139,"OMEGA2.1","estimate","0"
"6513","nm7",139,"OMEGA2.1","prse",NA
"6514","nm7",139,"OMEGA2.1","se",NA
"6515","nm7",139,"OMEGA2.2","estimate","0.137612"
"6516","nm7",139,"OMEGA2.2","prse",NA
"6517","nm7",139,"OMEGA2.2","se",NA
"6518","nm7",139,"OMEGA3.1","estimate","0"
"6519","nm7",139,"OMEGA3.1","prse",NA
"6520","nm7",139,"OMEGA3.1","se",NA
"6521","nm7",139,"OMEGA3.2","estimate","0"
"6522","nm7",139,"OMEGA3.2","prse",NA
"6523","nm7",139,"OMEGA3.2","se",NA
"6524","nm7",139,"OMEGA3.3","estimate","0.0934472"
"6525","nm7",139,"OMEGA3.3","prse",NA
"6526","nm7",139,"OMEGA3.3","se",NA
"6527","nm7",139,"SIGMA1.1","estimate","0.0696638"
"6528","nm7",139,"SIGMA1.1","prse",NA
"6529","nm7",139,"SIGMA1.1","se",NA
"6530","nm7",139,"cov","status","0"
"6531","nm7",139,"prob","text","139 phase1 2 CMT like 1004 but diff. initial on V3"
"6532","nm7",139,"min","status","0"
"6533","nm7",139,"data","filename","../data/139.csv"
"6534","nm7",140,"ofv","minimum","2387.08449685338"
"6535","nm7",140,"THETA1","estimate","7.96823"
"6536","nm7",140,"THETA1","prse",NA
"6537","nm7",140,"THETA1","se",NA
"6538","nm7",140,"THETA2","estimate","26.8103"
"6539","nm7",140,"THETA2","prse",NA
"6540","nm7",140,"THETA2","se",NA
"6541","nm7",140,"THETA3","estimate","0.0795431"
"6542","nm7",140,"THETA3","prse",NA
"6543","nm7",140,"THETA3","se",NA
"6544","nm7",140,"THETA4","estimate","4.77298"
"6545","nm7",140,"THETA4","prse",NA
"6546","nm7",140,"THETA4","se",NA
"6547","nm7",140,"THETA5","estimate","116.774"
"6548","nm7",140,"THETA5","prse",NA
"6549","nm7",140,"THETA5","se",NA
"6550","nm7",140,"THETA6","estimate","0.842139"
"6551","nm7",140,"THETA6","prse",NA
"6552","nm7",140,"THETA6","se",NA
"6553","nm7",140,"THETA7","estimate","2.2433"
"6554","nm7",140,"THETA7","prse",NA
"6555","nm7",140,"THETA7","se",NA
"6556","nm7",140,"OMEGA1.1","estimate","0.134599"
"6557","nm7",140,"OMEGA1.1","prse",NA
"6558","nm7",140,"OMEGA1.1","se",NA
"6559","nm7",140,"OMEGA2.1","estimate","0"
"6560","nm7",140,"OMEGA2.1","prse",NA
"6561","nm7",140,"OMEGA2.1","se",NA
"6562","nm7",140,"OMEGA2.2","estimate","0.0875216"
"6563","nm7",140,"OMEGA2.2","prse",NA
"6564","nm7",140,"OMEGA2.2","se",NA
"6565","nm7",140,"OMEGA3.1","estimate","0"
"6566","nm7",140,"OMEGA3.1","prse",NA
"6567","nm7",140,"OMEGA3.1","se",NA
"6568","nm7",140,"OMEGA3.2","estimate","0"
"6569","nm7",140,"OMEGA3.2","prse",NA
"6570","nm7",140,"OMEGA3.2","se",NA
"6571","nm7",140,"OMEGA3.3","estimate","0.147611"
"6572","nm7",140,"OMEGA3.3","prse",NA
"6573","nm7",140,"OMEGA3.3","se",NA
"6574","nm7",140,"SIGMA1.1","estimate","0.0625224"
"6575","nm7",140,"SIGMA1.1","prse",NA
"6576","nm7",140,"SIGMA1.1","se",NA
"6577","nm7",140,"cov","status","0"
"6578","nm7",140,"prob","text","140 phase1 2 CMT like 1004 but diff. initial on V3"
"6579","nm7",140,"min","status","0"
"6580","nm7",140,"data","filename","../data/140.csv"
"6581","nm7",141,"ofv","minimum","2546.88879722814"
"6582","nm7",141,"THETA1","estimate","9.43946"
"6583","nm7",141,"THETA1","prse",NA
"6584","nm7",141,"THETA1","se",NA
"6585","nm7",141,"THETA2","estimate","22.6576"
"6586","nm7",141,"THETA2","prse",NA
"6587","nm7",141,"THETA2","se",NA
"6588","nm7",141,"THETA3","estimate","0.0624674"
"6589","nm7",141,"THETA3","prse",NA
"6590","nm7",141,"THETA3","se",NA
"6591","nm7",141,"THETA4","estimate","2.92156"
"6592","nm7",141,"THETA4","prse",NA
"6593","nm7",141,"THETA4","se",NA
"6594","nm7",141,"THETA5","estimate","126.14"
"6595","nm7",141,"THETA5","prse",NA
"6596","nm7",141,"THETA5","se",NA
"6597","nm7",141,"THETA6","estimate","1.03741"
"6598","nm7",141,"THETA6","prse",NA
"6599","nm7",141,"THETA6","se",NA
"6600","nm7",141,"THETA7","estimate","1.45206"
"6601","nm7",141,"THETA7","prse",NA
"6602","nm7",141,"THETA7","se",NA
"6603","nm7",141,"OMEGA1.1","estimate","0.192168"
"6604","nm7",141,"OMEGA1.1","prse",NA
"6605","nm7",141,"OMEGA1.1","se",NA
"6606","nm7",141,"OMEGA2.1","estimate","0"
"6607","nm7",141,"OMEGA2.1","prse",NA
"6608","nm7",141,"OMEGA2.1","se",NA
"6609","nm7",141,"OMEGA2.2","estimate","0.125167"
"6610","nm7",141,"OMEGA2.2","prse",NA
"6611","nm7",141,"OMEGA2.2","se",NA
"6612","nm7",141,"OMEGA3.1","estimate","0"
"6613","nm7",141,"OMEGA3.1","prse",NA
"6614","nm7",141,"OMEGA3.1","se",NA
"6615","nm7",141,"OMEGA3.2","estimate","0"
"6616","nm7",141,"OMEGA3.2","prse",NA
"6617","nm7",141,"OMEGA3.2","se",NA
"6618","nm7",141,"OMEGA3.3","estimate","0.0662536"
"6619","nm7",141,"OMEGA3.3","prse",NA
"6620","nm7",141,"OMEGA3.3","se",NA
"6621","nm7",141,"SIGMA1.1","estimate","0.0633464"
"6622","nm7",141,"SIGMA1.1","prse",NA
"6623","nm7",141,"SIGMA1.1","se",NA
"6624","nm7",141,"cov","status","0"
"6625","nm7",141,"prob","text","141 phase1 2 CMT like 1004 but diff. initial on V3"
"6626","nm7",141,"min","status","0"
"6627","nm7",141,"data","filename","../data/141.csv"
"6628","nm7",142,"ofv","minimum","2603.89036551893"
"6629","nm7",142,"THETA1","estimate","8.41616"
"6630","nm7",142,"THETA1","prse",NA
"6631","nm7",142,"THETA1","se",NA
"6632","nm7",142,"THETA2","estimate","21.7339"
"6633","nm7",142,"THETA2","prse",NA
"6634","nm7",142,"THETA2","se",NA
"6635","nm7",142,"THETA3","estimate","0.0729357"
"6636","nm7",142,"THETA3","prse",NA
"6637","nm7",142,"THETA3","se",NA
"6638","nm7",142,"THETA4","estimate","3.98847"
"6639","nm7",142,"THETA4","prse",NA
"6640","nm7",142,"THETA4","se",NA
"6641","nm7",142,"THETA5","estimate","103.654"
"6642","nm7",142,"THETA5","prse",NA
"6643","nm7",142,"THETA5","se",NA
"6644","nm7",142,"THETA6","estimate","1.3714"
"6645","nm7",142,"THETA6","prse",NA
"6646","nm7",142,"THETA6","se",NA
"6647","nm7",142,"THETA7","estimate","0.525107"
"6648","nm7",142,"THETA7","prse",NA
"6649","nm7",142,"THETA7","se",NA
"6650","nm7",142,"OMEGA1.1","estimate","0.165602"
"6651","nm7",142,"OMEGA1.1","prse",NA
"6652","nm7",142,"OMEGA1.1","se",NA
"6653","nm7",142,"OMEGA2.1","estimate","0"
"6654","nm7",142,"OMEGA2.1","prse",NA
"6655","nm7",142,"OMEGA2.1","se",NA
"6656","nm7",142,"OMEGA2.2","estimate","0.113446"
"6657","nm7",142,"OMEGA2.2","prse",NA
"6658","nm7",142,"OMEGA2.2","se",NA
"6659","nm7",142,"OMEGA3.1","estimate","0"
"6660","nm7",142,"OMEGA3.1","prse",NA
"6661","nm7",142,"OMEGA3.1","se",NA
"6662","nm7",142,"OMEGA3.2","estimate","0"
"6663","nm7",142,"OMEGA3.2","prse",NA
"6664","nm7",142,"OMEGA3.2","se",NA
"6665","nm7",142,"OMEGA3.3","estimate","0.151796"
"6666","nm7",142,"OMEGA3.3","prse",NA
"6667","nm7",142,"OMEGA3.3","se",NA
"6668","nm7",142,"SIGMA1.1","estimate","0.0624052"
"6669","nm7",142,"SIGMA1.1","prse",NA
"6670","nm7",142,"SIGMA1.1","se",NA
"6671","nm7",142,"cov","status","0"
"6672","nm7",142,"prob","text","142 phase1 2 CMT like 1004 but diff. initial on V3"
"6673","nm7",142,"min","status","0"
"6674","nm7",142,"data","filename","../data/142.csv"
"6675","nm7",143,"ofv","minimum","2667.78465710197"
"6676","nm7",143,"THETA1","estimate","7.85084"
"6677","nm7",143,"THETA1","prse",NA
"6678","nm7",143,"THETA1","se",NA
"6679","nm7",143,"THETA2","estimate","22.7361"
"6680","nm7",143,"THETA2","prse",NA
"6681","nm7",143,"THETA2","se",NA
"6682","nm7",143,"THETA3","estimate","0.0676083"
"6683","nm7",143,"THETA3","prse",NA
"6684","nm7",143,"THETA3","se",NA
"6685","nm7",143,"THETA4","estimate","3.43669"
"6686","nm7",143,"THETA4","prse",NA
"6687","nm7",143,"THETA4","se",NA
"6688","nm7",143,"THETA5","estimate","95.4727"
"6689","nm7",143,"THETA5","prse",NA
"6690","nm7",143,"THETA5","se",NA
"6691","nm7",143,"THETA6","estimate","1.05403"
"6692","nm7",143,"THETA6","prse",NA
"6693","nm7",143,"THETA6","se",NA
"6694","nm7",143,"THETA7","estimate","2.28683"
"6695","nm7",143,"THETA7","prse",NA
"6696","nm7",143,"THETA7","se",NA
"6697","nm7",143,"OMEGA1.1","estimate","0.14774"
"6698","nm7",143,"OMEGA1.1","prse",NA
"6699","nm7",143,"OMEGA1.1","se",NA
"6700","nm7",143,"OMEGA2.1","estimate","0"
"6701","nm7",143,"OMEGA2.1","prse",NA
"6702","nm7",143,"OMEGA2.1","se",NA
"6703","nm7",143,"OMEGA2.2","estimate","0.198062"
"6704","nm7",143,"OMEGA2.2","prse",NA
"6705","nm7",143,"OMEGA2.2","se",NA
"6706","nm7",143,"OMEGA3.1","estimate","0"
"6707","nm7",143,"OMEGA3.1","prse",NA
"6708","nm7",143,"OMEGA3.1","se",NA
"6709","nm7",143,"OMEGA3.2","estimate","0"
"6710","nm7",143,"OMEGA3.2","prse",NA
"6711","nm7",143,"OMEGA3.2","se",NA
"6712","nm7",143,"OMEGA3.3","estimate","0.0920657"
"6713","nm7",143,"OMEGA3.3","prse",NA
"6714","nm7",143,"OMEGA3.3","se",NA
"6715","nm7",143,"SIGMA1.1","estimate","0.0598524"
"6716","nm7",143,"SIGMA1.1","prse",NA
"6717","nm7",143,"SIGMA1.1","se",NA
"6718","nm7",143,"cov","status","0"
"6719","nm7",143,"prob","text","143 phase1 2 CMT like 1004 but diff. initial on V3"
"6720","nm7",143,"min","status","0"
"6721","nm7",143,"data","filename","../data/143.csv"
"6722","nm7",144,"ofv","minimum","2470.55795324364"
"6723","nm7",144,"THETA1","estimate","8.65266"
"6724","nm7",144,"THETA1","prse",NA
"6725","nm7",144,"THETA1","se",NA
"6726","nm7",144,"THETA2","estimate","19.1208"
"6727","nm7",144,"THETA2","prse",NA
"6728","nm7",144,"THETA2","se",NA
"6729","nm7",144,"THETA3","estimate","0.0674027"
"6730","nm7",144,"THETA3","prse",NA
"6731","nm7",144,"THETA3","se",NA
"6732","nm7",144,"THETA4","estimate","3.16375"
"6733","nm7",144,"THETA4","prse",NA
"6734","nm7",144,"THETA4","se",NA
"6735","nm7",144,"THETA5","estimate","133.008"
"6736","nm7",144,"THETA5","prse",NA
"6737","nm7",144,"THETA5","se",NA
"6738","nm7",144,"THETA6","estimate","1.2074"
"6739","nm7",144,"THETA6","prse",NA
"6740","nm7",144,"THETA6","se",NA
"6741","nm7",144,"THETA7","estimate","1.10434"
"6742","nm7",144,"THETA7","prse",NA
"6743","nm7",144,"THETA7","se",NA
